순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액,,
234,2016,국회공직자윤리위원회,김명연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"58,468",0,"7,328","51,140",,
235,2016,국회공직자윤리위원회,김명연,국회,국회의원,예금,"329,839","110,954","144,326","296,467",,
236,2016,국회공직자윤리위원회,김명연,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"69,396",0,"69,396",,
237,2016,국회공직자윤리위원회,김명연,국회,국회의원,유가증권,"11,555","4,525","5,575","10,505",,
238,2016,국회공직자윤리위원회,김명연,국회,국회의원,채권,"150,000","50,000","50,000","150,000",,
239,2016,국회공직자윤리위원회,김명연,국회,국회의원,채무,"-848,870","-147,519","-268,870","-727,519",,
240,2016,국회공직자윤리위원회,김명연,국회,국회의원,총계,"1,739,524","142,621","-61,060","1,943,205",,
241,2016,국회공직자윤리위원회,김무성,국회,국회의원,토지,"2,391,461",0,"24,502","2,366,959",,
242,2016,국회공직자윤리위원회,김무성,국회,국회의원,건물,"2,229,000","80,000","55,069","2,253,931",,
243,2016,국회공직자윤리위원회,김무성,국회,국회의원,예금,"10,104,019",127,"13,038","10,091,108",,
244,2016,국회공직자윤리위원회,김무성,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"4,271",0,"4,271",,
245,2016,국회공직자윤리위원회,김무성,국회,국회의원,채권,"570,000",0,0,"570,000",,
246,2016,국회공직자윤리위원회,김무성,국회,국회의원,채무,"-1,553,626","-30,000","-91,152","-1,492,474",,
247,2016,국회공직자윤리위원회,김무성,국회,국회의원,회원권,"15,150",0,0,"15,150",,
248,2016,국회공직자윤리위원회,김무성,국회,국회의원,고지거부 및 등록제외사항,0,0,0,0,,
249,2016,국회공직자윤리위원회,김무성,국회,국회의원,총계,"13,756,004","54,398","1,457","13,808,945",,
250,2016,국회공직자윤리위원회,김민기,국회,국회의원,건물,"180,000","200,000","180,000","200,000",,
251,2016,국회공직자윤리위원회,김민기,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,410",0,"1,770","8,640",,
252,2016,국회공직자윤리위원회,김민기,국회,국회의원,예금,"303,373","57,099","170,201","190,271",,
253,2016,국회공직자윤리위원회,김민기,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"131,303",0,"131,303",,
254,2016,국회공직자윤리위원회,김민기,국회,국회의원,채권,"30,000",0,"10,000","20,000",,
255,2016,국회공직자윤리위원회,김민기,국회,국회의원,채무,"-73,043","-1,124",0,"-74,167",,
256,2016,국회공직자윤리위원회,김민기,국회,국회의원,고지거부 및 등록제외사항,0,0,0,0,,
257,2016,국회공직자윤리위원회,김민기,국회,국회의원,총계,"450,740","387,278","361,971","476,047",,
258,2016,국회공직자윤리위원회,김상민,국회,국회의원,건물,"294,000","30,000","45,000","279,000",,
259,2016,국회공직자윤리위원회,김상민,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,350","42,726","23,116","42,960",,
260,2016,국회공직자윤리위원회,김상민,국회,국회의원,예금,"113,624","603,387","46,793","670,218",,
261,2016,국회공직자윤리위원회,김상민,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"1,195",0,"1,195",,
262,2016,국회공직자윤리위원회,김상민,국회,국회의원,채권,"56,000","19,020","13,500","61,520",,
263,2016,국회공직자윤리위원회,김상민,국회,국회의원,채무,"-600,698","-89,000","-74,437","-615,261",,
264,2016,국회공직자윤리위원회,김상민,국회,국회의원,골동품 및 예술품,"7,500",0,0,"7,500",,
265,2016,국회공직자윤리위원회,김상민,국회,국회의원,총계,"-106,224","607,328","53,972","447,132",,
266,2016,국회공직자윤리위원회,김상훈,국회,국회의원,건물,"654,000","67,000",0,"721,000",,
267,2016,국회공직자윤리위원회,김상훈,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,410",0,"4,710","30,700",,
268,2016,국회공직자윤리위원회,김상훈,국회,국회의원,예금,"72,110","11,248","27,903","55,455",,
269,2016,국회공직자윤리위원회,김상훈,국회,국회의원,유가증권,"15,124","20,520","15,014","20,630",,
270,2016,국회공직자윤리위원회,김상훈,국회,국회의원,채권,"53,000",0,0,"53,000",,
271,2016,국회공직자윤리위원회,김상훈,국회,국회의원,채무,"-240,838","-51,942","-32,798","-259,982",,
272,2016,국회공직자윤리위원회,김상훈,국회,국회의원,총계,"588,806","46,826","14,829","620,803",,
273,2016,국회공직자윤리위원회,김상희,국회,국회의원,토지,"4,115",325,0,"4,440",,
274,2016,국회공직자윤리위원회,김상희,국회,국회의원,건물,"275,000","201,000","20,000","456,000",,
275,2016,국회공직자윤리위원회,김상희,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,350","13,570","5,610","38,310",,
276,2016,국회공직자윤리위원회,김상희,국회,국회의원,예금,"492,295","142,482","128,063","506,714",,
277,2016,국회공직자윤리위원회,김상희,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"38,098",0,"38,098",,
278,2016,국회공직자윤리위원회,김상희,국회,국회의원,채무,0,"-20,000",0,"-20,000",,
279,2016,국회공직자윤리위원회,김상희,국회,국회의원,총계,"801,760","375,475","153,673","1,023,562",,
280,2016,국회공직자윤리위원회,김성곤,국회,국회의원,건물,"598,000","7,935",0,"605,935",,
281,2016,국회공직자윤리위원회,김성곤,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,090",0,"1,700","15,390",,
282,2016,국회공직자윤리위원회,김성곤,국회,국회의원,예금,"517,591","47,482","227,329","337,744",,
283,2016,국회공직자윤리위원회,김성곤,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"238,437",0,"238,437",,
284,2016,국회공직자윤리위원회,김성곤,국회,국회의원,채권,"280,000",0,"30,000","250,000",,
285,2016,국회공직자윤리위원회,김성곤,국회,국회의원,채무,"-641,721","-255,600","-299,221","-598,100",,
286,2016,국회공직자윤리위원회,김성곤,국회,국회의원,총계,"770,960","38,254","-40,192","849,406",,
287,2016,국회공직자윤리위원회,김성주,국회,국회의원,토지,"8,804",81,0,"8,885",,
288,2016,국회공직자윤리위원회,김성주,국회,국회의원,건물,"209,600",700,"1,000","209,300",,
289,2016,국회공직자윤리위원회,김성주,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,700",0,80,"4,620",,
290,2016,국회공직자윤리위원회,김성주,국회,국회의원,예금,"624,741","151,874","215,983","560,632",,
291,2016,국회공직자윤리위원회,김성주,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"89,699",0,"89,699",,
292,2016,국회공직자윤리위원회,김성주,국회,국회의원,채권,"15,000",0,"15,000",0,,
293,2016,국회공직자윤리위원회,김성주,국회,국회의원,채무,"-28,730",0,"-14,000","-14,730",,
294,2016,국회공직자윤리위원회,김성주,국회,국회의원,합명·합자·유한회사 출자지분,"100,000",0,0,"100,000",,
295,2016,국회공직자윤리위원회,김성주,국회,국회의원,총계,"934,115","242,354","218,063","958,406",,
296,2016,국회공직자윤리위원회,김성찬,국회,국회의원,건물,"1,316,000","186,719",0,"1,502,719",,
297,2016,국회공직자윤리위원회,김성찬,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"56,990","43,459","19,370","81,079",,
298,2016,국회공직자윤리위원회,김성찬,국회,국회의원,예금,"161,086","73,989","94,730","140,345",,
299,2016,국회공직자윤리위원회,김성찬,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"162,766",0,"162,766",,
300,2016,국회공직자윤리위원회,김성찬,국회,국회의원,채무,"-275,744","-91,335","-32,594","-334,485",,
301,2016,국회공직자윤리위원회,김성찬,국회,국회의원,고지거부 및 등록제외사항,0,0,0,0,,
302,2016,국회공직자윤리위원회,김성찬,국회,국회의원,총계,"1,258,332","375,598","81,506","1,552,424",,
303,2016,국회공직자윤리위원회,김성태,국회,국회의원,건물,"1,189,893","6,450",0,"1,196,343",,
304,2016,국회공직자윤리위원회,김성태,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,550","35,750","3,770","57,530",,
305,2016,국회공직자윤리위원회,김성태,국회,국회의원,예금,"839,253","287,941","385,028","742,166",,
306,2016,국회공직자윤리위원회,김성태,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"59,070",0,"59,070",,
307,2016,국회공직자윤리위원회,김성태,국회,국회의원,유가증권,"42,545","37,321","32,581","47,285",,
308,2016,국회공직자윤리위원회,김성태,국회,국회의원,채무,"-940,000",0,"-50,000","-890,000",,
309,2016,국회공직자윤리위원회,김성태,국회,국회의원,총계,"1,157,241","426,532","371,379","1,212,394",,
310,2016,국회공직자윤리위원회,김세연,국회,국회의원,토지,"9,167,323","271,385","151,906","9,286,802",,
311,2016,국회공직자윤리위원회,김세연,국회,국회의원,건물,"11,864,482","581,249","9,120","12,436,611",,
312,2016,국회공직자윤리위원회,김세연,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"57,580","47,990","18,430","87,140",,
313,2016,국회공직자윤리위원회,김세연,국회,국회의원,예금,"875,853","63,719","534,862","404,710",,
314,2016,국회공직자윤리위원회,김세연,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"33,450",0,"33,450",,
315,2016,국회공직자윤리위원회,김세연,국회,국회의원,유가증권,"122,238,078","10,491,925",0,"132,730,003",,
316,2016,국회공직자윤리위원회,김세연,국회,국회의원,채권,"137,068",297,"1,260","136,105",,
317,2016,국회공직자윤리위원회,김세연,국회,국회의원,채무,"-112,500","-8,500","-8,500","-112,500",,
318,2016,국회공직자윤리위원회,김세연,국회,국회의원,회원권,"116,000",0,"23,100","92,900",,
319,2016,국회공직자윤리위원회,김세연,국회,국회의원,비영리법인에의한 출연재산,,,,,,
320,2016,국회공직자윤리위원회,김세연,국회,국회의원,고지거부 및 등록제외사항,0,0,0,0,,
321,2016,국회공직자윤리위원회,김세연,국회,국회의원,총계,"144,343,884","11,481,515","730,178","155,095,221",,
322,2016,국회공직자윤리위원회,김승남,국회,국회의원,토지,"26,455","1,566",0,"28,021",,
323,2016,국회공직자윤리위원회,김승남,국회,국회의원,건물,"94,390","8,070",0,"102,460",,
324,2016,국회공직자윤리위원회,김승남,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"22,960",0,"2,800","20,160",,
325,2016,국회공직자윤리위원회,김승남,국회,국회의원,예금,"394,421","89,747","260,016","224,152",,
326,2016,국회공직자윤리위원회,김승남,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"42,811",0,"42,811",,
327,2016,국회공직자윤리위원회,김승남,국회,국회의원,채권,0,"100,000",0,"100,000",,
328,2016,국회공직자윤리위원회,김승남,국회,국회의원,채무,"-163,371",0,"-6,610","-156,761",,
329,2016,국회공직자윤리위원회,김승남,국회,국회의원,총계,"374,855","242,194","256,206","360,843",,
330,2016,국회공직자윤리위원회,김영록,국회,국회의원,토지,"11,658",488,0,"12,146",,
331,2016,국회공직자윤리위원회,김영록,국회,국회의원,건물,"593,990","1,229,250",0,"1,823,240",,
332,2016,국회공직자윤리위원회,김영록,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"51,100",0,"11,180","39,920",,
333,2016,국회공직자윤리위원회,김영록,국회,국회의원,예금,"448,850","277,395","386,905","339,340",,
334,2016,국회공직자윤리위원회,김영록,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"85,835",0,"85,835",,
335,2016,국회공직자윤리위원회,김영록,국회,국회의원,채무,"-5,983","-1,080,000","-5,983","-1,080,000",,
336,2016,국회공직자윤리위원회,김영록,국회,국회의원,총계,"1,099,615","512,968","392,102","1,220,481",,
337,2016,국회공직자윤리위원회,김영우,국회,국회의원,건물,"655,000","650,000","500,000","805,000",,
338,2016,국회공직자윤리위원회,김영우,국회,국회의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,820",0,"3,000","6,820",,
339,2016,국회공직자윤리위원회,김영우,국회,국회의원,예금,"318,492","27,809","120,899","225,402",,
340,2016,국회공직자윤리위원회,김영우,국회,국회의원,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,0,"24,729",0,"24,729",,
341,2016,국회공직자윤리위원회,김영우,국회,국회의원,채무,"-160,000","-100,000",0,"-260,000",,
342,2016,국회공직자윤리위원회,김영우,국회,국회의원,총계,"823,312","602,538","623,899","801,951",,
