순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액,,
12058,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"305,800","45,000","305,800","45,000",,
12059,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,예금,"46,137","1,229,552","43,580","1,232,109",,
12060,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,유가증권,"10,000","40,637","10,000","40,637",,
12061,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,채권,"330,000",0,0,"330,000",,
12062,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,채무,"-961,158","-2,351,000","-170,926","-3,141,232",,
12063,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
12064,2016,정부공직자윤리위원회,이종욱,충청북도 의회,의원,총계,"-199,221","1,241,883","258,454","784,208",,
12065,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,토지,"926,417","9,468",0,"935,885",,
12066,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,건물,"602,680",0,0,"602,680",,
12067,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,000",0,500,"16,500",,
12068,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,예금,"68,929","11,115","13,831","66,213",,
12069,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,채무,"-1,111,159","-101,334","-25,747","-1,186,746",,
12070,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,비영리법인에의한 출연재산,,,,,,
12071,2016,정부공직자윤리위원회,임병운,충청북도 의회,의원,총계,"503,867","-80,751","-11,416","434,532",,
12072,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,토지,"1,125,618","71,744",0,"1,197,362",,
12073,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,건물,"105,000","3,000",0,"108,000",,
12074,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,630",0,"5,090","16,540",,
12075,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,예금,"139,008","55,565","49,281","145,292",,
12076,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,유가증권,0,0,0,0,,
12077,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,채무,"-853,400","-923,728","-848,000","-929,128",,
12078,2016,정부공직자윤리위원회,임순묵,충청북도 의회,의원,총계,"537,856","-793,419","-793,629","538,066",,
12079,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,토지,"671,882","284,679",0,"956,561",,
12080,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,건물,"2,502,334","126,524","412,715","2,216,143",,
12081,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,360","61,379","15,860","71,879",,
12082,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,예금,"243,177","116,543","78,955","280,765",,
12083,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,유가증권,"12,500",0,0,"12,500",,
12084,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,채권,"228,000",0,"223,000","5,000",,
12085,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,채무,"-1,199,362","-140,484","-424,853","-914,993",,
12086,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,골동품 및 예술품,"6,300",0,0,"6,300",,
12087,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,고지거부 및 등록제외사항,"177,228",0,"177,228",0,,
12088,2016,정부공직자윤리위원회,임헌경,충청북도 의회,의원,총계,"2,668,419","448,641","482,905","2,634,155",,
12089,2016,정부공직자윤리위원회,임회무,충청북도 의회,의원,토지,"109,800","40,750",0,"150,550",,
12090,2016,정부공직자윤리위원회,임회무,충청북도 의회,의원,건물,"357,400","49,800",0,"407,200",,
12091,2016,정부공직자윤리위원회,임회무,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"10,000",0,"10,000",,
12092,2016,정부공직자윤리위원회,임회무,충청북도 의회,의원,예금,"24,207","8,251","10,115","22,343",,
12093,2016,정부공직자윤리위원회,임회무,충청북도 의회,의원,채무,"-368,850","-5,000","-32,535","-341,315",,
12094,2016,정부공직자윤리위원회,임회무,충청북도 의회,의원,총계,"122,557","103,801","-22,420","248,778",,
12095,2016,정부공직자윤리위원회,장선배,충청북도 의회,의원,건물,"294,517","4,000","4,000","294,517",,
12096,2016,정부공직자윤리위원회,장선배,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,820",0,320,"4,500",,
12097,2016,정부공직자윤리위원회,장선배,충청북도 의회,의원,현금,0,"10,000",0,"10,000",,
12098,2016,정부공직자윤리위원회,장선배,충청북도 의회,의원,예금,"265,391","37,252","23,247","279,396",,
12099,2016,정부공직자윤리위원회,장선배,충청북도 의회,의원,채무,"-92,517","-85,000","-71,517","-106,000",,
12100,2016,정부공직자윤리위원회,장선배,충청북도 의회,의원,총계,"472,211","-33,748","-43,950","482,413",,
12101,2016,정부공직자윤리위원회,정영수,충청북도 의회,의원,토지,"598,276","5,588","380,760","223,104",,
12102,2016,정부공직자윤리위원회,정영수,충청북도 의회,의원,건물,"223,436","312,789",0,"536,225",,
12103,2016,정부공직자윤리위원회,정영수,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,590",0,"3,550","32,040",,
12104,2016,정부공직자윤리위원회,정영수,충청북도 의회,의원,예금,"250,287","110,562","17,361","343,488",,
12105,2016,정부공직자윤리위원회,정영수,충청북도 의회,의원,채무,"-607,942",0,"-16,859","-591,083",,
12106,2016,정부공직자윤리위원회,정영수,충청북도 의회,의원,총계,"499,647","428,939","384,812","543,774",,
12107,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,토지,"401,706","7,922","10,483","399,145",,
12108,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,건물,"531,716","18,603",0,"550,319",,
12109,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"28,240",0,"2,020","26,220",,
12110,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,예금,"139,902","58,493","111,275","87,120",,
12111,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,채무,"-398,589",0,"-17,789","-380,800",,
12112,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,고지거부 및 등록제외사항,"-4,858",0,"-4,858",0,,
12113,2016,정부공직자윤리위원회,최광옥,충청북도 의회,의원,총계,"698,117","85,018","101,131","682,004",,
12114,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,토지,"6,528,772","720,014","260,754","6,988,032",,
12115,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,건물,"1,022,919","602,479","5,000","1,620,398",,
12116,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,예금,"550,686","104,302","24,186","630,802",,
12117,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,유가증권,"1,751,326","17,051","1,046,483","721,894",,
12118,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,채무,"-5,107,899","-1,545,000","-1,640,535","-5,012,364",,
12119,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,회원권,"234,800",0,"11,050","223,750",,
12120,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,합명·합자·유한회사 출자지분,"825,000",0,0,"825,000",,
12121,2016,정부공직자윤리위원회,최병윤,충청북도 의회,의원,총계,"5,805,604","-101,154","-293,062","5,997,512",,
12122,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,토지,"110,286","13,550",0,"123,836",,
12123,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,건물,"284,600","6,100",0,"290,700",,
12124,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,000",0,"2,000","30,000",,
12125,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,예금,"262,529","140,912","128,864","274,577",,
12126,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,유가증권,"4,771",0,"4,771",0,,
12127,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,채무,"-288,770","-42,993","-39,441","-292,322",,
12128,2016,정부공직자윤리위원회,황규철,충청북도 의회,의원,총계,"405,416","117,569","96,194","426,791",,
12129,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,토지,"67,353","6,722",0,"74,075",,
12130,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,건물,"1,733,135","126,339",0,"1,859,474",,
12131,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,350","14,020","21,340","22,030",,
12132,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,예금,"462,739","332,476","42,751","752,464",,
12133,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,채무,"-987,267","-230,000","-2,515","-1,214,752",,
12134,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,합명·합자·유한회사 출자지분,"1,081,770","249,935","267,494","1,064,211",,
12135,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,고지거부 및 등록제외사항,0,0,0,0,,
12136,2016,정부공직자윤리위원회,이승훈,충청북도 청주시,시장,총계,"2,387,080","499,492","329,070","2,557,502",,
12137,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,토지,"33,040","4,130",0,"37,170",,
12138,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,건물,"821,000","480,000","410,000","891,000",,
12139,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,000","3,000","12,000","25,000",,
12140,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,예금,"95,491","15,459","55,141","55,809",,
12141,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,유가증권,271,0,0,271,,
12142,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,채무,"-354,681","-265,000","-326,850","-292,831",,
12143,2016,정부공직자윤리위원회,조길형,충청북도 충주시,시장,총계,"629,121","237,589","150,291","716,419",,
12144,2016,정부공직자윤리위원회,이근규,충청북도 제천시,시장,토지,"48,588","10,699","48,588","10,699",,
12145,2016,정부공직자윤리위원회,이근규,충청북도 제천시,시장,건물,"95,000","8,000",0,"103,000",,
12146,2016,정부공직자윤리위원회,이근규,충청북도 제천시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,140",0,937,"5,203",,
12147,2016,정부공직자윤리위원회,이근규,충청북도 제천시,시장,예금,"51,550","11,044","7,512","55,082",,
12148,2016,정부공직자윤리위원회,이근규,충청북도 제천시,시장,채무,"-73,185","-19,000","-41,512","-50,673",,
12149,2016,정부공직자윤리위원회,이근규,충청북도 제천시,시장,총계,"128,093","10,743","15,525","123,311",,
12150,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,토지,"19,564","1,021",0,"20,585",,
12151,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,건물,"53,600","3,600",0,"57,200",,
12152,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,329",0,"4,696","15,633",,
12153,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,예금,"42,089","23,011",327,"64,773",,
12154,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,채무,"-50,000","-20,000","-30,000","-40,000",,
12155,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,고지거부 및 등록제외사항,0,0,0,0,,
12156,2016,정부공직자윤리위원회,정상혁,충청북도 보은군,군수,총계,"85,582","7,632","-24,977","118,191",,
12157,2016,정부공직자윤리위원회,김영만,충청북도 옥천군,군수,토지,"3,039","2,231",0,"5,270",,
12158,2016,정부공직자윤리위원회,김영만,충청북도 옥천군,군수,건물,"185,000","3,000",0,"188,000",,
12159,2016,정부공직자윤리위원회,김영만,충청북도 옥천군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,820",0,"1,799","10,021",,
12160,2016,정부공직자윤리위원회,김영만,충청북도 옥천군,군수,예금,"93,946","68,483",180,"162,249",,
12161,2016,정부공직자윤리위원회,김영만,충청북도 옥천군,군수,채무,"-120,000",0,"-31,200","-88,800",,
12162,2016,정부공직자윤리위원회,김영만,충청북도 옥천군,군수,총계,"173,805","73,714","-29,221","276,740",,
12163,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,토지,"83,697","15,152",0,"98,849",,
12164,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,건물,"293,600","17,000",0,"310,600",,
12165,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,660",0,"1,980","9,680",,
12166,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,예금,"387,347","144,796","65,369","466,774",,
12167,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,채무,"-119,670","-50,216","-44,290","-125,596",,
12168,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,회원권,"128,000",0,"1,000","127,000",,
12169,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,합명·합자·유한회사 출자지분,"692,000",0,0,"692,000",,
12170,2016,정부공직자윤리위원회,박세복,충청북도 영동군,군수,총계,"1,476,634","126,732","24,059","1,579,307",,
12171,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,토지,"1,366","17,881",0,"19,247",,
12172,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,건물,"97,600","746,200",0,"843,800",,
12173,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,000","21,430","17,100","25,330",,
12174,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,예금,"642,898","163,245","543,820","262,323",,
12175,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,유가증권,0,"1,537",0,"1,537",,
12176,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,채무,0,"-350,000",0,"-350,000",,
12177,2016,정부공직자윤리위원회,홍성열,충청북도 증평군,군수,총계,"762,864","600,293","560,920","802,237",,
12178,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,토지,"155,494","16,392",0,"171,886",,
12179,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,건물,"2,068,099","32,281","150,000","1,950,380",,
12180,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,579",0,"3,689","8,890",,
12181,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,예금,"322,118","138,242","109,469","350,891",,
12182,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,유가증권,"26,869","16,316","26,091","17,094",,
12183,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,채권,"107,000",0,0,"107,000",,
12184,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,채무,"-972,100","-121,000","-178,000","-915,100",,
12185,2016,정부공직자윤리위원회,임각수,충청북도 괴산군,군수,총계,"1,720,059","82,231","111,249","1,691,041",,
12186,2016,정부공직자윤리위원회,이필용,충청북도 음성군,군수,토지,"22,821","3,261",0,"26,082",,
12187,2016,정부공직자윤리위원회,이필용,충청북도 음성군,군수,건물,"80,208","179,456","80,208","179,456",,
12188,2016,정부공직자윤리위원회,이필용,충청북도 음성군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,023","1,701","2,322","3,402",,
12189,2016,정부공직자윤리위원회,이필용,충청북도 음성군,군수,예금,"71,243","19,631","22,391","68,483",,
12190,2016,정부공직자윤리위원회,이필용,충청북도 음성군,군수,채무,"-51,592","-80,000","-35,316","-96,276",,
12191,2016,정부공직자윤리위원회,이필용,충청북도 음성군,군수,총계,"126,703","124,049","69,605","181,147",,
12192,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,토지,"89,020","13,505","19,941","82,584",,
12193,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,건물,"216,635","9,630","1,061","225,204",,
12194,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,387",0,"1,719","9,668",,
12195,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,예금,"138,601","172,331","94,652","216,280",,
12196,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,채무,"-100,000",0,0,"-100,000",,
12197,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,고지거부 및 등록제외사항,"548,335",0,"548,335",0,,
12198,2016,정부공직자윤리위원회,류한우,충청북도 단양군,군수,총계,"903,978","195,466","665,708","433,736",,
12199,2016,정부공직자윤리위원회,안희정,충청남도,도지사,토지,"133,133","12,103",0,"145,236",,
12200,2016,정부공직자윤리위원회,안희정,충청남도,도지사,건물,"513,000","112,000","300,000","325,000",,
12201,2016,정부공직자윤리위원회,안희정,충청남도,도지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,500",0,"4,440","19,060",,
12202,2016,정부공직자윤리위원회,안희정,충청남도,도지사,예금,"200,270","229,843","33,133","396,980",,
12203,2016,정부공직자윤리위원회,안희정,충청남도,도지사,유가증권,988,0,718,270,,
12204,2016,정부공직자윤리위원회,안희정,충청남도,도지사,채무,"-13,745",-292,"-13,745",-292,,
12205,2016,정부공직자윤리위원회,안희정,충청남도,도지사,총계,"857,146","353,654","324,546","886,254",,
12206,2016,정부공직자윤리위원회,송석두,충청남도,행정부지사,건물,"863,370",0,0,"863,370",,
12207,2016,정부공직자윤리위원회,송석두,충청남도,행정부지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,180",0,870,"6,310",,
12208,2016,정부공직자윤리위원회,송석두,충청남도,행정부지사,예금,"573,503","263,420","394,508","442,415",,
12209,2016,정부공직자윤리위원회,송석두,충청남도,행정부지사,유가증권,256,44,0,300,,
12210,2016,정부공직자윤리위원회,송석두,충청남도,행정부지사,채무,"-229,214","-17,290","-180,000","-66,504",,
12211,2016,정부공직자윤리위원회,송석두,충청남도,행정부지사,총계,"1,215,095","246,174","215,378","1,245,891",,
12212,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,건물,"1,819,846","7,484",0,"1,827,330",,
12213,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,970",0,"1,470","13,500",,
12214,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,예금,"243,201","24,771","20,704","247,268",,
12215,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,유가증권,"10,000",0,0,"10,000",,
12216,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,채무,"-1,384,674",0,"-58,346","-1,326,328",,
12217,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,회원권,"33,775",0,0,"33,775",,
12218,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,고지거부 및 등록제외사항,0,0,0,0,,
12219,2016,정부공직자윤리위원회,허승욱,충청남도,정무부지사,총계,"737,118","32,255","-36,172","805,545",,
12220,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,토지,"282,413","5,543",634,"287,322",,
12221,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,건물,"509,000",0,0,"509,000",,
12222,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,860",0,"5,300","29,560",,
12223,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,예금,"283,620","212,944","149,363","347,201",,
12224,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,유가증권,2,275,0,277,,
12225,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,채무,"-154,450","-3,560","-2,180","-155,830",,
12226,2016,정부공직자윤리위원회,구본충,충청남도 충남도립청양대학,총장,총계,"955,445","215,202","153,117","1,017,530",,
12227,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,토지,"180,126","28,700",0,"208,826",,
12228,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,건물,"262,279",0,"4,279","258,000",,
12229,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,931","19,980","2,340","33,571",,
12230,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,현금,"11,000",0,"11,000",0,,
12231,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,예금,"116,395","20,966","13,586","123,775",,
12232,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,채무,"-506,616","-381,000","-396,816","-490,800",,
12233,2016,정부공직자윤리위원회,김기영,충청남도 의회,의장,총계,"79,115","-311,354","-365,611","133,372",,
12234,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,토지,"1,223,865","182,993","303,798","1,103,060",,
12235,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,건물,"468,673","493,780",0,"962,453",,
12236,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,예금,"1,445,181","204,966","86,095","1,564,052",,
12237,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,유가증권,"1,660,000",0,0,"1,660,000",,
12238,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,채무,"-1,771,850","-833,600","-202,992","-2,402,458",,
12239,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,회원권,"305,000",0,0,"305,000",,
12240,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
12241,2016,정부공직자윤리위원회,강용일,충청남도 의회,의원,총계,"3,330,869","48,139","186,901","3,192,107",,
12242,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,토지,"314,479",0,"6,650","307,829",,
12243,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,건물,"221,823",0,800,"221,023",,
12244,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,378",0,"1,800","4,578",,
12245,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,예금,"83,830","23,852","1,109","106,573",,
12246,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,채권,"130,000",0,0,"130,000",,
12247,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,채무,"-757,971",0,"-101,481","-656,490",,
12248,2016,정부공직자윤리위원회,김명선,충청남도 의회,의원,총계,"-1,461","23,852","-91,122","113,513",,
12249,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,토지,"2,568,662","116,395","17,416","2,667,641",,
12250,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,건물,"648,000","90,915","30,985","707,930",,
12251,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,165",0,"2,000","11,165",,
12252,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,예금,"2,536,648","796,731","1,898,764","1,434,615",,
12253,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,유가증권,"284,456","1,449,472","284,456","1,449,472",,
12254,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,채무,"-23,000",0,0,"-23,000",,
12255,2016,정부공직자윤리위원회,김동욱,충청남도 의회,의원,총계,"6,027,931","2,453,513","2,233,621","6,247,823",,
12256,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,토지,"2,479,711","9,474","78,576","2,410,609",,
12257,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,건물,"1,575,519","20,000","21,000","1,574,519",,
12258,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"44,040",0,"9,387","34,653",,
12259,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,예금,"270,923","94,235","85,875","279,283",,
12260,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,채무,"-2,959,932","-2,611,696","-2,674,598","-2,897,030",,
12261,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
12262,2016,정부공직자윤리위원회,김문규,충청남도 의회,의원,총계,"1,410,261","-2,487,987","-2,479,760","1,402,034",,
12263,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,토지,"149,834","4,244","1,060","153,018",,
12264,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,건물,"167,048","4,486","2,345","169,189",,
12265,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,315",657,"9,974","23,998",,
12266,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,예금,"121,344","74,225","31,739","163,830",,
12267,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,유가증권,29,0,0,29,,
12268,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,채무,"-31,993",0,"-1,952","-30,041",,
12269,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
12270,2016,정부공직자윤리위원회,김복만,충청남도 의회,의원,총계,"439,577","83,612","43,166","480,023",,
12271,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,토지,"1,959,152","128,279","1,251","2,086,180",,
12272,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,건물,"41,000","9,000",0,"50,000",,
12273,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"37,690",0,0,"37,690",,
12274,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,예금,"619,437","98,346","61,970","655,813",,
12275,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,유가증권,"1,708",292,0,"2,000",,
12276,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,채무,"-31,107","-150,000","-31,107","-150,000",,
12277,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,회원권,"17,000",0,0,"17,000",,
12278,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,고지거부 및 등록제외사항,"351,008",0,"351,008",0,,
12279,2016,정부공직자윤리위원회,김석곤,충청남도 의회,의원,총계,"2,995,888","85,917","383,122","2,698,683",,
12280,2016,정부공직자윤리위원회,김연,충청남도 의회,의원,건물,"70,000",0,"70,000",0,,
12281,2016,정부공직자윤리위원회,김연,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,000",0,"5,000","19,000",,
12282,2016,정부공직자윤리위원회,김연,충청남도 의회,의원,예금,"15,474","6,702","3,153","19,023",,
12283,2016,정부공직자윤리위원회,김연,충청남도 의회,의원,채권,0,"70,000",0,"70,000",,
