순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
12437,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,유가증권,"51,064",0,"21,627","29,437"
12438,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,채권,"30,000",0,0,"30,000"
12439,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,채무,"-259,402","-51,288",0,-310690
12440,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,총계,"157,623",894,"62,997","95,520"
12441,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,토지,"8,385",0,98,"8,287"
12442,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,건물,"153,900","4,000",753,"157,147"
12443,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,990",0,0,"7,990"
12444,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,예금,"389,688","127,524","135,694","381,518"
12445,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,채권,"15,000",0,0,"15,000"
12446,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,채무,"-14,000","-50,000",0,-64000
12447,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,합명·합자·유한회사 출자지분,"100,000",0,0,"100,000"
12448,2011,정부공직자윤리위원회,김성주,전라북도 의회,의원,총계,"660,963","81,524","136,545","605,942"
12449,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,토지,"3,212,746","42,150","96,238","3,158,658"
12450,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,건물,"1,496,977","123,686","27,267","1,593,396"
12451,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"160,321","16,185","42,813","133,693"
12452,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,예금,"960,170","137,139","136,769","960,540"
12453,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,유가증권,"5,494",0,"1,311","4,183"
12454,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,채무,"-3,434,183",0,"-201,116",-3233067
12455,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,회원권,"22,000",0,0,"22,000"
12456,2011,정부공직자윤리위원회,김영배,전라북도 의회,의원,총계,"2,423,525","319,160","103,282","2,639,403"
12457,2011,정부공직자윤리위원회,김용화,전라북도 의회,의원,토지,"1,169,760",404,"120,948","1,049,216"
12458,2011,정부공직자윤리위원회,김용화,전라북도 의회,의원,건물,"304,095",100,"36,859","267,336"
12459,2011,정부공직자윤리위원회,김용화,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"55,487","23,000","34,087","44,400"
12460,2011,정부공직자윤리위원회,김용화,전라북도 의회,의원,예금,"139,992","75,336","105,404","109,924"
12461,2011,정부공직자윤리위원회,김용화,전라북도 의회,의원,채무,"-414,348","-207,000","-153,316",-468032
12462,2011,정부공직자윤리위원회,김용화,전라북도 의회,의원,총계,"1,254,986","-108,160","143,982","1,002,844"
12463,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,토지,"146,049",0,0,"146,049"
12464,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,건물,"252,000",0,0,"252,000"
12465,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"57,703",0,0,"57,703"
12466,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,예금,"315,827","57,864","21,209","352,482"
12467,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,유가증권,"167,210","92,500","33,707","226,003"
12468,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,채무,"-14,042","-15,068","-14,042",-15068
12469,2011,정부공직자윤리위원회,김정호,전라북도 의회,의원,총계,"924,747","135,296","40,874","1,019,169"
12470,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,토지,"101,028","3,950","8,094","96,884"
12471,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,건물,"2,854,741",0,"1,000","2,853,741"
12472,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,예금,"271,965","33,850","23,867","281,948"
12473,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,채무,"-1,183,000","-120,000","-230,000",-1073000
12474,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,합명·합자·유한회사 출자지분,"237,374",0,0,"237,374"
12475,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,회원권,"22,750",0,0,"22,750"
12476,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
12477,2011,정부공직자윤리위원회,김종철,전라북도 의회,의원,총계,"2,304,858","-82,200","-197,039","2,419,697"
12478,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,토지,"28,990",0,0,"28,990"
12479,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,건물,"609,833","12,250","12,250","609,833"
12480,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,441",0,0,"1,441"
12481,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,예금,"32,799","15,025","5,179","42,645"
12482,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,채권,"65,000",0,0,"65,000"
12483,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,채무,"-627,305","-52,615","-2,942",-676978
12484,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,비영리법인에의한 출연재산,,,,
12485,2011,정부공직자윤리위원회,김택성,전라북도 의회,의원,총계,"110,758","-25,340","14,487","70,931"
12486,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,토지,"121,008",0,0,"121,008"
12487,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,건물,"230,000",0,0,"230,000"
12488,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,300",0,0,"4,300"
12489,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,현금,"20,000",0,0,"20,000"
12490,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,예금,"78,271","31,670","15,786","94,155"
12491,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,채무,"-276,479","-11,780","-2,800",-285459
12492,2011,정부공직자윤리위원회,김현섭,전라북도 의회,의원,총계,"177,100","19,890","12,986","184,004"
12493,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,토지,"399,730",0,0,"399,730"
12494,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,건물,"808,150",0,0,"808,150"
12495,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,예금,"558,094","79,852","217,884","420,062"
12496,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,유가증권,"150,000","160,100",0,"310,100"
12497,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,합명·합자·유한회사 출자지분,"450,000",0,0,"450,000"
12498,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,고지거부 및 등록제외사항,0,0,0,0
12499,2011,정부공직자윤리위원회,노석만,전라북도 의회,의원,총계,"2,365,974","239,952","217,884","2,388,042"
12500,2011,정부공직자윤리위원회,문면호,전라북도 의회,의원,토지,"1,155,624","1,058","57,485","1,099,197"
12501,2011,정부공직자윤리위원회,문면호,전라북도 의회,의원,건물,"67,329","4,776","9,540","62,565"
12502,2011,정부공직자윤리위원회,문면호,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,000","31,000","3,000","48,000"
12503,2011,정부공직자윤리위원회,문면호,전라북도 의회,의원,예금,"62,131","6,506","5,571","63,066"
12504,2011,정부공직자윤리위원회,문면호,전라북도 의회,의원,채무,"-83,027","-21,514","-11,417",-93124
12505,2011,정부공직자윤리위원회,문면호,전라북도 의회,의원,총계,"1,222,057","21,826","64,179","1,179,704"
12506,2011,정부공직자윤리위원회,박용성,전라북도 의회,의원,토지,"9,267",0,0,"9,267"
12507,2011,정부공직자윤리위원회,박용성,전라북도 의회,의원,건물,"199,700","240,000","53,700","386,000"
12508,2011,정부공직자윤리위원회,박용성,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,510",0,0,"10,510"
12509,2011,정부공직자윤리위원회,박용성,전라북도 의회,의원,예금,"306,176","239,307","201,985","343,498"
12510,2011,정부공직자윤리위원회,박용성,전라북도 의회,의원,채무,0,"-290,000",0,-290000
12511,2011,정부공직자윤리위원회,박용성,전라북도 의회,의원,총계,"525,653","189,307","255,685","459,275"
12512,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,토지,"76,365",399,"3,060","73,704"
12513,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,건물,"369,331","4,926","3,000","371,257"
12514,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"38,304","1,200","7,304","32,200"
12515,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,예금,"112,641","55,430","39,456","128,615"
12516,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,유가증권,937,0,80,857
12517,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,채권,"50,000",0,0,"50,000"
12518,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,채무,"-280,000","-2,843",0,-282843
12519,2011,정부공직자윤리위원회,배승철,전라북도 의회,의원,총계,"367,578","59,112","52,900","373,790"
12520,2011,정부공직자윤리위원회,백경태,전라북도 의회,의원,건물,"90,000",0,0,"90,000"
12521,2011,정부공직자윤리위원회,백경태,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,630",0,630,"30,000"
12522,2011,정부공직자윤리위원회,백경태,전라북도 의회,의원,예금,"27,952","3,502","11,181","20,273"
12523,2011,정부공직자윤리위원회,백경태,전라북도 의회,의원,채무,"-113,021","-24,993","-6,368",-131646
12524,2011,정부공직자윤리위원회,백경태,전라북도 의회,의원,고지거부 및 등록제외사항,"507,244",0,"507,244",0
12525,2011,정부공직자윤리위원회,백경태,전라북도 의회,의원,총계,"542,805","-21,491","512,687","8,627"
12526,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,토지,"42,325",752,331,"42,746"
12527,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,건물,"560,416","29,436","78,705","511,147"
12528,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"496,100",0,"4,200","491,900"
12529,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,예금,"515,936","36,935","26,440","526,431"
12530,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,유가증권,818,0,94,724
12531,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,채권,0,"300,000",0,"300,000"
12532,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,채무,"-807,044","-329,690","-82,949",-1053785
12533,2011,정부공직자윤리위원회,소병래,전라북도 의회,의원,총계,"808,551","37,433","26,821","819,163"
12534,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,토지,"187,501",0,0,"187,501"
12535,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,건물,"143,088",0,0,"143,088"
12536,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"439,660",0,0,"439,660"
12537,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,예금,"1,404,433","762,192","773,398","1,393,227"
12538,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,채무,"-325,343","-94,515","-43,016",-376842
12539,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,합명·합자·유한회사 출자지분,"22,500",0,0,"22,500"
12540,2011,정부공직자윤리위원회,오균호,전라북도 의회,의원,총계,"1,871,839","667,677","730,382","1,809,134"
12541,2011,정부공직자윤리위원회,오은미,전라북도 의회,의원,토지,"35,476",60,0,"35,536"
12542,2011,정부공직자윤리위원회,오은미,전라북도 의회,의원,건물,"8,731",46,0,"8,777"
