순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
12204,2011,정부공직자윤리위원회,장기승,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,000",0,0,"6,000"
12205,2011,정부공직자윤리위원회,장기승,충청남도 의회,의원,예금,"54,780",0,0,"54,780"
12206,2011,정부공직자윤리위원회,장기승,충청남도 의회,의원,채무,"-175,258",0,0,-175258
12207,2011,정부공직자윤리위원회,장기승,충청남도 의회,의원,총계,"326,890",0,0,"326,890"
12208,2011,정부공직자윤리위원회,조길행,충청남도 의회,의원,토지,"1,692,720","81,295","48,591","1,725,424"
12209,2011,정부공직자윤리위원회,조길행,충청남도 의회,의원,건물,"300,776",0,0,"300,776"
12210,2011,정부공직자윤리위원회,조길행,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"105,560","5,000",0,"110,560"
12211,2011,정부공직자윤리위원회,조길행,충청남도 의회,의원,예금,"862,938","115,018","278,193","699,763"
12212,2011,정부공직자윤리위원회,조길행,충청남도 의회,의원,채무,"-1,152,110","-437,781","-52,067",-1537824
12213,2011,정부공직자윤리위원회,조길행,충청남도 의회,의원,총계,"1,809,884","-236,468","274,717","1,298,699"
12214,2011,정부공직자윤리위원회,조남권,충청남도 의회,의원,토지,"15,288",0,0,"15,288"
12215,2011,정부공직자윤리위원회,조남권,충청남도 의회,의원,건물,"267,300",0,0,"267,300"
12216,2011,정부공직자윤리위원회,조남권,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"45,000",0,0,"45,000"
12217,2011,정부공직자윤리위원회,조남권,충청남도 의회,의원,예금,"196,775","58,167","72,912","182,030"
12218,2011,정부공직자윤리위원회,조남권,충청남도 의회,의원,총계,"524,363","58,167","72,912","509,618"
12219,2011,정부공직자윤리위원회,조이환,충청남도 의회,의원,토지,0,126,0,126
12220,2011,정부공직자윤리위원회,조이환,충청남도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,790",0,0,"6,790"
12221,2011,정부공직자윤리위원회,조이환,충청남도 의회,의원,현금,206,0,206,0
12222,2011,정부공직자윤리위원회,조이환,충청남도 의회,의원,예금,"4,164",0,"4,164",0
12223,2011,정부공직자윤리위원회,조이환,충청남도 의회,의원,채무,0,"-40,000",0,-40000
12224,2011,정부공직자윤리위원회,조이환,충청남도 의회,의원,총계,"11,160","-39,874","4,370","-33,084"
12225,2011,정부공직자윤리위원회,조치연,충청남도 의회,의원,건물,"129,000","71,000",0,"200,000"
12226,2011,정부공직자윤리위원회,조치연,충청남도 의회,의원,예금,"25,221","13,382","13,691","24,912"
12227,2011,정부공직자윤리위원회,조치연,충청남도 의회,의원,유가증권,0,0,0,0
12228,2011,정부공직자윤리위원회,조치연,충청남도 의회,의원,채무,"-139,065",0,"-22,404",-116661
12229,2011,정부공직자윤리위원회,조치연,충청남도 의회,의원,회원권,"8,040",0,0,"8,040"
12230,2011,정부공직자윤리위원회,조치연,충청남도 의회,의원,총계,"23,196","84,382","-8,713","116,291"
12231,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,토지,"2,308,216","51,642",901,"2,358,957"
12232,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,건물,"3,793,278","86,452","99,193","3,780,537"
12233,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,900",0,"3,835","12,065"
12234,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,예금,"516,689","367,876","222,417","662,148"
12235,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,유가증권,"15,340",0,0,"15,340"
12236,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,채무,"-2,004,057","-3,000","-122,556",-1884501
12237,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,회원권,"50,252",0,0,"50,252"
12238,2011,정부공직자윤리위원회,성무용,충청남도 천안시,시장,총계,"4,695,618","502,970","203,790","4,994,798"
12239,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,토지,"49,797",0,0,"49,797"
12240,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,건물,"104,000",0,0,"104,000"
12241,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,880",0,"15,804","12,076"
12242,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,예금,"95,523","76,605","3,720","168,408"
12243,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,유가증권,"9,414","3,891","7,784","5,521"
12244,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,채권,"60,000",0,0,"60,000"
12245,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,채무,"-100,017","-140,000","-100,017",-140000
12246,2011,정부공직자윤리위원회,이준원,충청남도 공주시,시장,총계,"246,597","-59,504","-72,709","259,802"
12247,2011,정부공직자윤리위원회,이시우,충청남도 보령시,시장,건물,"228,000",0,0,"228,000"
12248,2011,정부공직자윤리위원회,이시우,충청남도 보령시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,400",0,0,"14,400"
12249,2011,정부공직자윤리위원회,이시우,충청남도 보령시,시장,예금,"88,086","31,843","11,999","107,930"
12250,2011,정부공직자윤리위원회,이시우,충청남도 보령시,시장,채권,"250,000",0,0,"250,000"
12251,2011,정부공직자윤리위원회,이시우,충청남도 보령시,시장,채무,"-281,679","-219,713","-110,839",-390553
12252,2011,정부공직자윤리위원회,이시우,충청남도 보령시,시장,총계,"298,807","-187,870","-98,840","209,777"
12253,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,토지,"97,352",0,0,"97,352"
12254,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,건물,"180,000","1,000","5,000","176,000"
12255,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,350",0,"1,620","12,730"
12256,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,예금,"223,258","125,001","57,457","290,802"
12257,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,유가증권,0,"1,099",0,"1,099"
12258,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,채무,"-74,819",0,"-47,452",-27367
12259,2011,정부공직자윤리위원회,복기왕,충청남도 아산시,시장,총계,"440,141","127,100","16,625","550,616"
12260,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,토지,"140,261","7,872","18,699","129,434"
12261,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,건물,"1,219,950","30,250","8,000","1,242,200"
12262,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,747,0,0,747
12263,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,예금,"357,063","192,036","84,931","464,168"
12264,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,채권,"8,000",0,"8,000",0
12265,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,채무,"-85,000",0,0,-85000
12266,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,고지거부 및 등록제외사항,0,0,0,0
12267,2011,정부공직자윤리위원회,유상곤,충청남도 서산시,시장,총계,"1,641,021","230,158","119,630","1,751,549"
12268,2011,정부공직자윤리위원회,황명선,충청남도 논산시,시장,토지,228,0,0,228
12269,2011,정부공직자윤리위원회,황명선,충청남도 논산시,시장,건물,"60,000","65,000","60,000","65,000"
12270,2011,정부공직자윤리위원회,황명선,충청남도 논산시,시장,예금,"70,873","149,634","9,077","211,430"
12271,2011,정부공직자윤리위원회,황명선,충청남도 논산시,시장,채무,"-20,000",0,0,-20000
12272,2011,정부공직자윤리위원회,황명선,충청남도 논산시,시장,총계,"111,101","214,634","69,077","256,658"
12273,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,토지,0,889,0,889
12274,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,건물,"130,000","141,355","115,000","156,355"
12275,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,800",0,900,"9,900"
12276,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,예금,"16,860","15,384","8,322","23,922"
12277,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,유가증권,0,243,0,243
12278,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,채무,"-80,947","-57,628","-38,397",-100178
12279,2011,정부공직자윤리위원회,이기원,충청남도 계룡시,시장,총계,"76,713","100,243","85,825","91,131"
12280,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,토지,"48,850","2,875",293,"51,432"
12281,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,건물,"248,000","45,000","45,000","248,000"
12282,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"15,337",0,"15,337"
12283,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,예금,"196,268","80,127","91,407","184,988"
12284,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,채무,0,"-23,616",0,-23616
12285,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,고지거부 및 등록제외사항,0,0,0,0
12286,2011,정부공직자윤리위원회,박동철,충청남도 금산군,군수,총계,"493,118","119,723","136,700","476,141"
12287,2011,정부공직자윤리위원회,유한식,충청남도 연기군,군수,토지,0,"31,464",0,"31,464"
12288,2011,정부공직자윤리위원회,유한식,충청남도 연기군,군수,건물,"79,500","110,000","36,100","153,400"
12289,2011,정부공직자윤리위원회,유한식,충청남도 연기군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,031",0,"4,828","11,203"
12290,2011,정부공직자윤리위원회,유한식,충청남도 연기군,군수,예금,"137,770","95,016","97,895","134,891"
12291,2011,정부공직자윤리위원회,유한식,충청남도 연기군,군수,총계,"233,301","236,480","138,823","330,958"
12292,2011,정부공직자윤리위원회,이용우,충청남도 부여군,군수,토지,"633,593","8,035","609,864","31,764"
12293,2011,정부공직자윤리위원회,이용우,충청남도 부여군,군수,건물,"542,000",0,0,"542,000"
12294,2011,정부공직자윤리위원회,이용우,충청남도 부여군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,030",0,998,"3,032"
12295,2011,정부공직자윤리위원회,이용우,충청남도 부여군,군수,예금,"71,884","56,474","12,716","115,642"
12296,2011,정부공직자윤리위원회,이용우,충청남도 부여군,군수,채무,"-336,039","-185,091","-226,942",-294188
12297,2011,정부공직자윤리위원회,이용우,충청남도 부여군,군수,총계,"915,468","-120,582","396,636","398,250"
12298,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,토지,"141,979","2,762",110,"144,631"
12299,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,건물,"60,000","3,000",0,"63,000"
12300,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,296",0,"1,006","1,290"
12301,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,예금,"239,335","139,802","177,859","201,278"
12302,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,유가증권,"1,080",74,0,"1,154"
12303,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,채권,"90,000",0,"40,000","50,000"
12304,2011,정부공직자윤리위원회,나소열,충청남도 서천군,군수,총계,"534,690","145,638","218,975","461,353"
12305,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,토지,"23,946",0,0,"23,946"
12306,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,건물,"508,834",0,0,"508,834"
12307,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,700",0,400,"2,300"
12308,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,예금,"197,466","162,906","104,424","255,948"
12309,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,채무,"-23,000",0,0,-23000
12310,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,고지거부 및 등록제외사항,0,0,0,0
12311,2011,정부공직자윤리위원회,이석화,충청남도 청양군,군수,총계,"709,946","162,906","104,824","768,028"
12312,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,토지,"223,756",0,0,"223,756"
12313,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,건물,"81,900",0,0,"81,900"
12314,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,029",0,197,"1,832"
12315,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,예금,"26,801","17,944","7,079","37,666"
12316,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,채무,"-50,000",0,"-50,000",0
12317,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,고지거부 및 등록제외사항,0,0,0,0
12318,2011,정부공직자윤리위원회,김석환,충청남도 홍성군,군수,총계,"284,486","17,944","-42,724","345,154"
12319,2011,정부공직자윤리위원회,최승우,충청남도 예산군,군수,건물,"668,000",0,"1,000","667,000"
12320,2011,정부공직자윤리위원회,최승우,충청남도 예산군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,600","9,930",0,"17,530"
12321,2011,정부공직자윤리위원회,최승우,충청남도 예산군,군수,예금,"127,848","213,894","107,107","234,635"
12322,2011,정부공직자윤리위원회,최승우,충청남도 예산군,군수,채무,"-36,624",0,"-10,995",-25629
12323,2011,정부공직자윤리위원회,최승우,충청남도 예산군,군수,고지거부 및 등록제외사항,0,0,0,0
12324,2011,정부공직자윤리위원회,최승우,충청남도 예산군,군수,총계,"766,824","223,824","97,112","893,536"
12325,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,토지,"1,509,240",0,"157,333","1,351,907"
12326,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,건물,"540,600",0,0,"540,600"
12327,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"59,381",0,0,"59,381"
12328,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,예금,"171,572","78,945","41,488","209,029"
12329,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,채무,"-1,258,683","-909,780","-891,889",-1276574
12330,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,보석류,"11,000",0,0,"11,000"
12331,2011,정부공직자윤리위원회,김세호,충청남도 태안군,군수,총계,"1,033,110","-830,835","-693,068","895,343"
12332,2011,정부공직자윤리위원회,이철환,충청남도 당진군,군수,토지,"367,986",0,941,"367,045"
12333,2011,정부공직자윤리위원회,이철환,충청남도 당진군,군수,건물,"241,000",0,0,"241,000"
12334,2011,정부공직자윤리위원회,이철환,충청남도 당진군,군수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,540",0,0,"6,540"
12335,2011,정부공직자윤리위원회,이철환,충청남도 당진군,군수,예금,"2,390,549","907,794","874,539","2,423,804"
12336,2011,정부공직자윤리위원회,이철환,충청남도 당진군,군수,고지거부 및 등록제외사항,"201,894",0,"201,894",0
12337,2011,정부공직자윤리위원회,이철환,충청남도 당진군,군수,총계,"3,207,969","907,794","1,077,374","3,038,389"
12338,2011,정부공직자윤리위원회,김완주,전라북도,도지사,건물,"1,420,000","308,000",0,"1,728,000"
12339,2011,정부공직자윤리위원회,김완주,전라북도,도지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,452","52,464","2,452","52,464"
12340,2011,정부공직자윤리위원회,김완주,전라북도,도지사,예금,"167,794","83,752","36,714","214,832"
12341,2011,정부공직자윤리위원회,김완주,전라북도,도지사,유가증권,"5,536",140,0,"5,676"
12342,2011,정부공직자윤리위원회,김완주,전라북도,도지사,채무,"-220,935","-197,000","-18,790",-399145
12343,2011,정부공직자윤리위원회,김완주,전라북도,도지사,총계,"1,374,847","247,356","20,376","1,601,827"
12344,2011,정부공직자윤리위원회,정헌율,전라북도,행정부지사,건물,"811,587",0,"140,000","671,587"
12345,2011,정부공직자윤리위원회,정헌율,전라북도,행정부지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,080",0,"1,080","9,000"
12346,2011,정부공직자윤리위원회,정헌율,전라북도,행정부지사,예금,"9,222","7,676",886,"16,012"
12347,2011,정부공직자윤리위원회,정헌율,전라북도,행정부지사,채무,"-675,630","-16,320","-145,022",-546928
12348,2011,정부공직자윤리위원회,정헌율,전라북도,행정부지사,총계,"155,259","-8,644","-3,056","149,671"
12349,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,토지,"41,824",0,6,"41,818"
12350,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,건물,"168,000",0,0,"168,000"
12351,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,570",0,"1,570","10,000"
12352,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,예금,"138,260","17,993","20,351","135,902"
12353,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,유가증권,"446,200","42,816",0,"489,016"
12354,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,채무,0,"-11,812",0,-11812
12355,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,고지거부 및 등록제외사항,0,0,0,0
12356,2011,정부공직자윤리위원회,박종문,전라북도,정무부지사,총계,"805,854","48,997","21,927","832,924"
12357,2011,정부공직자윤리위원회,최일송,전라북도,국제관계자문대사,토지,"1,748,294","13,795","50,246","1,711,843"
12358,2011,정부공직자윤리위원회,최일송,전라북도,국제관계자문대사,건물,"1,801,287","84,000","30,900","1,854,387"
12359,2011,정부공직자윤리위원회,최일송,전라북도,국제관계자문대사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,000",0,"3,720","17,280"
12360,2011,정부공직자윤리위원회,최일송,전라북도,국제관계자문대사,예금,"1,880,096","901,324","644,830","2,136,590"
12361,2011,정부공직자윤리위원회,최일송,전라북도,국제관계자문대사,채무,"-280,000","-270,000","-250,000",-300000
12362,2011,정부공직자윤리위원회,최일송,전라북도,국제관계자문대사,총계,"5,170,677","729,119","479,696","5,420,100"
12363,2011,정부공직자윤리위원회,이명노,전라북도,새만금군산경제자유구역청장,토지,"122,976",204,648,"122,532"
12364,2011,정부공직자윤리위원회,이명노,전라북도,새만금군산경제자유구역청장,건물,"1,014,680","185,020",0,"1,199,700"
12365,2011,정부공직자윤리위원회,이명노,전라북도,새만금군산경제자유구역청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"41,290",0,"1,060","40,230"
12366,2011,정부공직자윤리위원회,이명노,전라북도,새만금군산경제자유구역청장,예금,"48,934","14,860","2,902","60,892"
12367,2011,정부공직자윤리위원회,이명노,전라북도,새만금군산경제자유구역청장,채무,"-346,296",0,"-3,778",-342518
12368,2011,정부공직자윤리위원회,이명노,전라북도,새만금군산경제자유구역청장,총계,"881,584","200,084",832,"1,080,836"
12369,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,토지,"58,079","9,090",0,"67,169"
12370,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,건물,"50,000",0,0,"50,000"
12371,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,017",0,"4,000","20,017"
12372,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,예금,"148,745","130,548","17,357","261,936"
12373,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,유가증권,33,"38,299",0,"38,332"
12374,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,채무,"-187,000","-7,770","-120,000",-74770
12375,2011,정부공직자윤리위원회,김호서,전라북도 의회,의장,총계,"93,874","170,167","-98,643","362,684"
12376,2011,정부공직자윤리위원회,강병진,전라북도 의회,의원,토지,"20,386","7,447",0,"27,833"
12377,2011,정부공직자윤리위원회,강병진,전라북도 의회,의원,건물,"213,782","17,718","75,000","156,500"
12378,2011,정부공직자윤리위원회,강병진,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,320",0,"2,520","17,800"
12379,2011,정부공직자윤리위원회,강병진,전라북도 의회,의원,예금,"136,377","62,514","14,124","184,767"
12380,2011,정부공직자윤리위원회,강병진,전라북도 의회,의원,채무,"-116,825","-43,794","-1,935",-158684
12381,2011,정부공직자윤리위원회,강병진,전라북도 의회,의원,총계,"274,040","43,885","89,709","228,216"
12382,2011,정부공직자윤리위원회,고영규,전라북도 의회,의원,토지,"85,253","25,358",0,"110,611"
12383,2011,정부공직자윤리위원회,고영규,전라북도 의회,의원,건물,"27,300",0,0,"27,300"
12384,2011,정부공직자윤리위원회,고영규,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,920",0,720,"3,200"
12385,2011,정부공직자윤리위원회,고영규,전라북도 의회,의원,예금,"65,151","14,888",14,"80,025"
12386,2011,정부공직자윤리위원회,고영규,전라북도 의회,의원,채무,"-160,737","-19,935","-25,384",-155288
12387,2011,정부공직자윤리위원회,고영규,전라북도 의회,의원,총계,"20,887","20,311","-24,650","65,848"
12388,2011,정부공직자윤리위원회,권익현,전라북도 의회,의원,건물,"34,000","1,000",0,"35,000"
12389,2011,정부공직자윤리위원회,권익현,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,000","20,000","26,000","20,000"
12390,2011,정부공직자윤리위원회,권익현,전라북도 의회,의원,예금,"91,279","30,896","21,284","100,891"
12391,2011,정부공직자윤리위원회,권익현,전라북도 의회,의원,유가증권,"1,030",5,0,"1,035"
12392,2011,정부공직자윤리위원회,권익현,전라북도 의회,의원,채무,"-88,155","-18,957","-3,644",-103468
12393,2011,정부공직자윤리위원회,권익현,전라북도 의회,의원,총계,"64,154","32,944","43,640","53,458"
12394,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,토지,"109,710",0,0,"109,710"
12395,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,800",0,"2,000","18,800"
12396,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,예금,"69,958","34,350","24,577","79,731"
12397,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,채권,"55,000",0,0,"55,000"
12398,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,채무,"-41,101",0,"-1,101",-40000
12399,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,비영리법인에의한 출연재산,,,,
12400,2011,정부공직자윤리위원회,권창환,전라북도 의회,의원,총계,"214,367","34,350","25,476","223,241"
12401,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,토지,"42,373",0,0,"42,373"
12402,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,건물,"17,000",0,0,"17,000"
12403,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,800","15,912","8,800","15,912"
12404,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,현금,"36,800","11,000","11,000","36,800"
12405,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,예금,"23,083","2,806","6,604","19,285"
12406,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,채무,"-3,238","-1,000","-1,838",-2400
12407,2011,정부공직자윤리위원회,김광수,전라북도 의회,의원,총계,"124,818","28,718","24,566","128,970"
12408,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,토지,"101,302",155,0,"101,457"
12409,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,건물,"304,643",0,0,"304,643"
12410,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"759,200",0,0,"759,200"
12411,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,예금,"229,868","21,304","109,221","141,951"
12412,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,유가증권,"60,258","1,620","53,751","8,127"
12413,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,채무,"-604,780",0,"-72,280",-532500
12414,2011,정부공직자윤리위원회,김규령,전라북도 의회,의원,총계,"850,491","23,079","90,692","782,878"
12415,2011,정부공직자윤리위원회,김대섭,전라북도 의회,의원,건물,"88,000","45,000",0,"133,000"
12416,2011,정부공직자윤리위원회,김대섭,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"59,947","13,957","21,947","51,957"
12417,2011,정부공직자윤리위원회,김대섭,전라북도 의회,의원,예금,"250,164","56,617","124,500","182,281"
12418,2011,정부공직자윤리위원회,김대섭,전라북도 의회,의원,채무,"-5,347","-17,677",0,-23024
12419,2011,정부공직자윤리위원회,김대섭,전라북도 의회,의원,고지거부 및 등록제외사항,160,0,160,0
12420,2011,정부공직자윤리위원회,김대섭,전라북도 의회,의원,총계,"392,924","97,897","146,607","344,214"
12421,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,토지,"171,499","3,806","15,636","159,669"
12422,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,건물,"79,000","32,800",0,"111,800"
12423,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,482","24,387","9,287","25,582"
12424,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,예금,"187,830","115,595","96,919","206,506"
12425,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,유가증권,"30,000",0,0,"30,000"
12426,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,채무,"-7,452",0,"-6,462",-990
12427,2011,정부공직자윤리위원회,김대중,전라북도 의회,의원,총계,"471,359","176,588","115,380","532,567"
12428,2011,정부공직자윤리위원회,김병옥,전라북도 의회,의원,토지,"919,662","47,159","25,900","940,921"
12429,2011,정부공직자윤리위원회,김병옥,전라북도 의회,의원,건물,"273,969",0,0,"273,969"
12430,2011,정부공직자윤리위원회,김병옥,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"50,600",0,0,"50,600"
12431,2011,정부공직자윤리위원회,김병옥,전라북도 의회,의원,예금,"51,239","5,478","10,687","46,030"
12432,2011,정부공직자윤리위원회,김병옥,전라북도 의회,의원,채무,"-148,695",0,"-43,509",-105186
12433,2011,정부공직자윤리위원회,김병옥,전라북도 의회,의원,총계,"1,146,775","52,637","-6,922","1,206,334"
12434,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,건물,"239,614","33,760",0,"273,374"
12435,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,000",0,0,"15,000"
12436,2011,정부공직자윤리위원회,김상철,전라북도 의회,의원,예금,"81,347","18,422","41,370","58,399"
